feature_name,meaning,feature_family,data_type,time_scope,value_role,nullable,non_null_count,null_count,null_rate,zero_count,companion_feature,missing_meaning,modeling_role,baseline_set,decision_rationale
horse_recent3_g1f_median,"median historical final 200m seconds; Seoul rcTime-seG1fAccTime, Busan bu_1fGTime",G1F 이력,"DECIMAL(9,1)",HISTORICAL,average/summary,True,43541,4983,0.10269145,0,horse_recent3_g1f_count,과거 이력 부족 또는 해당 기록 미관측; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_recent5_race_time_median,median valid historical seconds,race time 이력,"DECIMAL(9,1)",HISTORICAL,average/summary,True,43541,4983,0.10269145,0,horse_recent5_race_time_count,과거 이력 부족 또는 해당 기록 미관측; companion count로 구분,REVIEW_REQUIRED,E_REVIEW_REQUIRED,거리·경마장 조건을 혼합한 절대 경주시간 중앙값이므로 보정 없는 모델 입력 여부 검토 필요
horse_recent5_race_time_count,valid observations,race time 이력,INTEGER,HISTORICAL,count/sample-size,True,43543,4981,0.10265023,2,,과거 이력 부족 또는 해당 기록 미관측; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_recent5_s1f_median,median valid historical seconds,S1F 이력,"DECIMAL(9,1)",HISTORICAL,average/summary,True,43543,4981,0.10265023,0,horse_recent5_s1f_count,과거 이력 부족 또는 해당 기록 미관측; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_recent5_s1f_count,valid observations,S1F 이력,INTEGER,HISTORICAL,count/sample-size,True,43543,4981,0.10265023,0,,과거 이력 부족 또는 해당 기록 미관측; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_recent5_g3f_median,"median historical final 600m seconds; Seoul rcTime-seG3fAccTime, Busan bu_3fGTime",G3F 이력,"DECIMAL(9,1)",HISTORICAL,average/summary,True,43541,4983,0.10269145,0,horse_recent5_g3f_count,과거 이력 부족 또는 해당 기록 미관측; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_recent5_g1f_median,"median historical final 200m seconds; Seoul rcTime-seG1fAccTime, Busan bu_1fGTime",G1F 이력,"DECIMAL(9,1)",HISTORICAL,average/summary,True,43541,4983,0.10269145,0,horse_recent5_g1f_count,과거 이력 부족 또는 해당 기록 미관측; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_last_weight_kg,latest parsed historical horse weight,마체중 이력,INTEGER,HISTORICAL,raw/current value,True,43551,4973,0.10248537,0,horse_prior_start_count,말의 과거 이력 또는 유효 관측 부족; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_last_weight_change_kg,latest published change,마체중 이력,INTEGER,HISTORICAL,delta/recency,True,43237,5287,0.10895639,0,horse_prior_start_count,말의 과거 이력 또는 유효 관측 부족; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_recent5_weight_mean,mean weight over last five starts,마체중 이력,DOUBLE,HISTORICAL,average/summary,True,43551,4973,0.10248537,0,horse_recent5_weight_count,말의 과거 이력 또는 유효 관측 부족; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_recent5_weight_std,weight standard deviation over last five starts,마체중 이력,DOUBLE,HISTORICAL,average/summary,True,39041,9483,0.19542907,255,horse_recent5_weight_count,말의 과거 이력 또는 유효 관측 부족; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_recent5_weight_count,valid weight observations,마체중 이력,INTEGER,HISTORICAL,count/sample-size,False,48524,0,0.0,4973,,0은 해당 Historical 관측 없음,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
jockey_recent10_start_count,Historical recent10_start_count,기수 이력,INTEGER,HISTORICAL,count/sample-size,False,48524,0,0.0,334,,0은 해당 Historical 관측 없음,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
jockey_recent10_plc_hit_rate,Historical recent10_plc_hit_rate,기수 이력,DOUBLE,HISTORICAL,rate,True,48190,334,0.00688319,3674,jockey_recent10_start_count,식별자 결측 또는 해당 관계의 과거 이력 없음; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
jockey_same_meet_start_count,Historical same_meet_start_count,기수 이력,INTEGER,HISTORICAL,count/sample-size,False,48524,0,0.0,440,,0은 해당 Historical 관측 없음,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
jockey_same_meet_plc_hit_rate,Historical same_meet_plc_hit_rate,기수 이력,DOUBLE,HISTORICAL,rate,True,48084,440,0.00906768,451,jockey_same_meet_start_count,식별자 결측 또는 해당 관계의 과거 이력 없음; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
trainer_recent10_start_count,Historical recent10_start_count,조교사 이력,INTEGER,HISTORICAL,count/sample-size,False,48524,0,0.0,250,,0은 해당 Historical 관측 없음,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
trainer_recent10_plc_hit_rate,Historical recent10_plc_hit_rate,조교사 이력,DOUBLE,HISTORICAL,rate,True,48274,250,0.00515209,2912,trainer_recent10_start_count,식별자 결측 또는 해당 관계의 과거 이력 없음; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
trainer_same_meet_start_count,Historical same_meet_start_count,조교사 이력,INTEGER,HISTORICAL,count/sample-size,False,48524,0,0.0,315,,0은 해당 Historical 관측 없음,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
trainer_same_meet_plc_hit_rate,Historical same_meet_plc_hit_rate,조교사 이력,DOUBLE,HISTORICAL,rate,True,48209,315,0.00649163,394,trainer_same_meet_start_count,식별자 결측 또는 해당 관계의 과거 이력 없음; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_jockey_recent10_start_count,Historical recent10_start_count,말×기수 조합 이력,INTEGER,HISTORICAL,count/sample-size,False,48524,0,0.0,22721,,0은 해당 Historical 관측 없음,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_jockey_recent10_plc_hit_rate,Historical recent10_plc_hit_rate,말×기수 조합 이력,DOUBLE,HISTORICAL,rate,True,25803,22721,0.46824252,10117,horse_jockey_recent10_start_count,식별자 결측 또는 해당 관계의 과거 이력 없음; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_jockey_same_meet_start_count,Historical same_meet_start_count,말×기수 조합 이력,INTEGER,HISTORICAL,count/sample-size,False,48524,0,0.0,22943,,0은 해당 Historical 관측 없음,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_jockey_same_meet_plc_hit_rate,Historical same_meet_plc_hit_rate,말×기수 조합 이력,DOUBLE,HISTORICAL,rate,True,25581,22943,0.47281757,10091,horse_jockey_same_meet_start_count,식별자 결측 또는 해당 관계의 과거 이력 없음; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
owner_prior_start_count,historical starts under owner ID,마주 이력,INTEGER,HISTORICAL,count/sample-size,False,48524,0,0.0,747,,0은 해당 Historical 관측 없음,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
owner_prior_plc_hit_rate,historical PLC hits / starts under owner ID,마주 이력,DOUBLE,HISTORICAL,rate,True,47777,747,0.01539444,2049,owner_prior_start_count,식별자 결측 또는 해당 관계의 과거 이력 없음; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_trainer_prior_start_count,historical starts for horse-trainer pair,말×조교사 조합 이력,INTEGER,HISTORICAL,count/sample-size,False,48524,0,0.0,6299,,0은 해당 Historical 관측 없음,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_trainer_prior_plc_hit_rate,historical PLC rate for horse-trainer pair,말×조교사 조합 이력,DOUBLE,HISTORICAL,rate,True,42225,6299,0.12981205,12396,horse_trainer_prior_start_count,식별자 결측 또는 해당 관계의 과거 이력 없음; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
current_weather,Current-race value,기타 경주 전 관측정보,VARCHAR,CURRENT,raw/current value,False,48524,0,0.0,0,,현재 Snapshot에서는 결측 없음,MODEL_INPUT,A_CORE_MODEL_INPUT,경주 전 직접 관측 가능한 현재값
current_track_condition,Current-race value,기타 경주 전 관측정보,VARCHAR,CURRENT,raw/current value,False,48524,0,0.0,0,,현재 Snapshot에서는 결측 없음,MODEL_INPUT,A_CORE_MODEL_INPUT,경주 전 직접 관측 가능한 현재값
current_track_moisture_percent,Current-race value,기타 경주 전 관측정보,INTEGER,CURRENT,raw/current value,False,48524,0,0.0,0,,현재 Snapshot에서는 결측 없음,MODEL_INPUT,A_CORE_MODEL_INPUT,경주 전 직접 관측 가능한 현재값
current_horse_weight_kg,Current-race value,현재 마체중,INTEGER,CURRENT,raw/current value,False,48524,0,0.0,0,,현재 Snapshot에서는 결측 없음,MODEL_INPUT,A_CORE_MODEL_INPUT,경주 전 직접 관측 가능한 현재값
current_horse_weight_change_kg,Current-race value,현재 마체중,INTEGER,CURRENT,delta/recency,True,45129,3395,0.06996538,0,,현재 사전정보 미공개·원천 결측 또는 parsing 불가,MODEL_INPUT,A_CORE_MODEL_INPUT,경주 전 직접 관측 가능한 현재값
horse_recent3_g3f_count,valid venue-normalized observations,G3F 이력,INTEGER,HISTORICAL,count/sample-size,True,43543,4981,0.10265023,2,,과거 이력 부족 또는 해당 기록 미관측; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_recent3_g1f_count,valid venue-normalized observations,G1F 이력,INTEGER,HISTORICAL,count/sample-size,True,43543,4981,0.10265023,2,,과거 이력 부족 또는 해당 기록 미관측; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_recent5_g3f_count,valid venue-normalized observations,G3F 이력,INTEGER,HISTORICAL,count/sample-size,True,43543,4981,0.10265023,2,,과거 이력 부족 또는 해당 기록 미관측; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
horse_recent5_g1f_count,valid venue-normalized observations,G1F 이력,INTEGER,HISTORICAL,count/sample-size,True,43543,4981,0.10265023,2,,과거 이력 부족 또는 해당 기록 미관측; companion count로 구분,MODEL_INPUT,B_MODEL_INPUT_WITH_COMPANION,PIT-safe Historical 값; count/availability 맥락과 함께 사용
